sourceName,region,system,side,signal,detail,triangles
Geniohyoid muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,530
Iliocostalis colli muscle,cervical,muscular,,override,named cervical / capital part; hyoid and nuchal ligament,2050
Iliocostalis colli muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,2050
Inferior pharyngeal constrictor.l,cervical,muscular,l,hierarchy,Muscles of neck,3696
Inferior pharyngeal constrictor.r,cervical,muscular,r,hierarchy,Muscles of neck,3696
Intermediate tendon of digastric muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,228
Intermediate tendon of digastric muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,228
Interspinales colli muscles.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,444
Interspinales colli muscles.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,444
Lateral crico-arytenoid muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,1624
Lateral crico-arytenoid muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,1624
Levator scapulae.l,cervical,muscular,l,hierarchy,division:Neck,3082
Levator scapulae.r,cervical,muscular,r,hierarchy,division:Neck,3082
Longissimus capitis muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,1574
Longissimus capitis muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,1574
Longissimus colli muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,1826
Longissimus colli muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,1826
Longus capitis muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,1980
Longus capitis muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,1980
Longus colli muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,6294
Longus colli muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,6294
Middle pharyngeal constrictor.l,cervical,muscular,l,hierarchy,Muscles of neck,2948
Middle pharyngeal constrictor.r,cervical,muscular,r,hierarchy,Muscles of neck,2948
Multifidus colli muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,1390
Multifidus colli muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,1390
Mylohyoid muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,1122
Mylohyoid muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,1122
Oblique part of cricothyroid muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,2060
Oblique part of cricothyroid muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,2060
Obliquus inferior capitis muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,540
Obliquus inferior capitis muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,540
Obliquus superior capitis muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,654
Obliquus superior capitis muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,654
Omohyoid muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,2706
Omohyoid muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,2706
Palatopharyngeus muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,15282
Palatopharyngeus muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,15282
Platysma.l,cervical,muscular,l,hierarchy,Muscles of neck,6548
Platysma.r,cervical,muscular,r,hierarchy,Muscles of neck,6548
Posterior belly of digastric muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,1276
Posterior belly of digastric muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,1276
Posterior crico-arytenoid muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,1812
Posterior crico-arytenoid muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,1812
Rectus anterior capitis muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,396
Rectus anterior capitis muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,396
Rectus lateralis capitis muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,360
Rectus lateralis capitis muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,360
Rectus posterior major capitis muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,788
Rectus posterior major capitis muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,788
Rectus posterior minor capitis muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,432
Rectus posterior minor capitis muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,432
Rotatores.l,cervical,muscular,l,hierarchy,division:Neck,6518
Rotatores.r,cervical,muscular,r,hierarchy,division:Neck,6518
Scalenus anterior muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,1386
Scalenus anterior muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,1386
Scalenus medius muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,2078
Scalenus medius muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,2078
Scalenus posterior muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,1326
Scalenus posterior muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,1326
Semispinalis colli muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,2584
Semispinalis colli muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,2584
Spinalis capitis muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,2560
Spinalis capitis muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,2560
Spinalis colli muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,596
Spinalis colli muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,596
Splenius capitis muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,5262
Splenius capitis muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,5262
Splenius colli muscle.l,cervical,muscular,l,override,named cervical / capital part; hyoid and nuchal ligament,4314
Splenius colli muscle.r,cervical,muscular,r,override,named cervical / capital part; hyoid and nuchal ligament,4314
Sternocleidomastoid muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,4952
Sternocleidomastoid muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,4952
Sternohyoid muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,1394
Sternohyoid muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,1394
Sternothyroid muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,1088
Sternothyroid muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,1088
Straight part of cricothyroid muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,1180
Straight part of cricothyroid muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,1180
Stylohyoid muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,694
Stylohyoid muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,694
Stylopharyngeus muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,9478
Stylopharyngeus muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,9478
Superficial investing cervical fascia.l,cervical,muscular,l,hierarchy,division:Neck,3336
Superficial investing cervical fascia.r,cervical,muscular,r,hierarchy,division:Neck,3336
Superior pharyngeal constrictor.l,cervical,muscular,l,hierarchy,Muscles of neck,5334
Superior pharyngeal constrictor.r,cervical,muscular,r,hierarchy,Muscles of neck,5334
Thyro-epiglottic part of thyro-arytenoid muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,3110
Thyro-epiglottic part of thyro-arytenoid muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,3110
Thyrohyoid muscle.l,cervical,muscular,l,hierarchy,Muscles of neck,700
Thyrohyoid muscle.r,cervical,muscular,r,hierarchy,Muscles of neck,700
Transverse arytenoid muscle,cervical,muscular,,hierarchy,Muscles of neck,1822
Arytenoid cartilage.l,cervical,skeletal,l,hierarchy,division:Neck,640
Arytenoid cartilage.r,cervical,skeletal,r,hierarchy,division:Neck,640
Atlas (C1),cervical,skeletal,,hierarchy,Cervical vertebrae,2194
Axis (C2),cervical,skeletal,,hierarchy,Cervical vertebrae,2334
Corniculate cartilage.l,cervical,skeletal,l,hierarchy,division:Neck,136
Corniculate cartilage.r,cervical,skeletal,r,hierarchy,division:Neck,136
Cricoid cartilage,cervical,skeletal,,hierarchy,division:Neck,1882
Hyoid bone,cervical,skeletal,,override,named cervical / capital part; hyoid and nuchal ligament,1324
Thyroid cartilage,cervical,skeletal,,hierarchy,division:Neck,4488
Vertebra C3,cervical,skeletal,,hierarchy,Cervical vertebrae,2440
Vertebra C4,cervical,skeletal,,hierarchy,Cervical vertebrae,1940
Vertebra C5,cervical,skeletal,,hierarchy,Cervical vertebrae,2336
Vertebra C6,cervical,skeletal,,hierarchy,Cervical vertebrae,2304
Vertebra C7,cervical,skeletal,,hierarchy,Cervical vertebrae,2164
Acromioclavicular ligament.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,8
Acromioclavicular ligament.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,8
Anterior sternoclavicular ligament.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,8
Anterior sternoclavicular ligament.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,8
Articular capsule of acromioclavicular joint.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,32
Articular capsule of acromioclavicular joint.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,32
Articular capsule of glenohumeral joint.l,shoulder,articular,l,hierarchy,Glenohumeral joint,367
Articular capsule of glenohumeral joint.r,shoulder,articular,r,hierarchy,Glenohumeral joint,367
Articular capsule of sternoclavicular joint.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,28
Articular capsule of sternoclavicular joint.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,28
Articular disc of acromioclavicular joint.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,4
Articular disc of acromioclavicular joint.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,4
Articular disc of sternoclavicular joint.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,4
Articular disc of sternoclavicular joint.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,4
Conoid ligament.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,4
Conoid ligament.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,4
Coraco-acromial ligament.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,2
Coraco-acromial ligament.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,2
Coracohumeral ligament.l,shoulder,articular,l,hierarchy,Glenohumeral joint,16
Coracohumeral ligament.r,shoulder,articular,r,hierarchy,Glenohumeral joint,16
Costoclavicular ligament.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,2
Costoclavicular ligament.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,2
Glenoid labrum.l,shoulder,articular,l,hierarchy,Glenohumeral joint,214
Glenoid labrum.r,shoulder,articular,r,hierarchy,Glenohumeral joint,214
Inferior glenohumeral ligament.l,shoulder,articular,l,hierarchy,Glenohumeral joint,29
Inferior glenohumeral ligament.r,shoulder,articular,r,hierarchy,Glenohumeral joint,29
Inferior transverse scapular ligament.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,2
Inferior transverse scapular ligament.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,2
Interclavicular ligament.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,6
Interclavicular ligament.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,6
Middle glenohumeral ligament.l,shoulder,articular,l,hierarchy,Glenohumeral joint,25
Middle glenohumeral ligament.r,shoulder,articular,r,hierarchy,Glenohumeral joint,25
Posterior sternoclavicular ligament.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,12
Posterior sternoclavicular ligament.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,12
Superior glenohumeral ligament.l,shoulder,articular,l,hierarchy,Glenohumeral joint,15
Superior glenohumeral ligament.r,shoulder,articular,r,hierarchy,Glenohumeral joint,15
Superior transverse scapular ligament.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,2
Superior transverse scapular ligament.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,2
Transverse humeral ligament.l,shoulder,articular,l,hierarchy,Glenohumeral joint,12
Transverse humeral ligament.r,shoulder,articular,r,hierarchy,Glenohumeral joint,12
Trapezoid ligament.l,shoulder,articular,l,hierarchy,Joints of pectoral girdle,4
Trapezoid ligament.r,shoulder,articular,r,hierarchy,Joints of pectoral girdle,4
(Abdominal part of pectoralis major muscle).ol,shoulder,insertion,l,override,scapular / glenohumeral muscles and the humerus: the shoulder to a clinician,87
(Abdominal part of pectoralis major muscle).or,shoulder,insertion,r,override,scapular / glenohumeral muscles and the humerus: the shoulder to a clinician,87
Acromial part of deltoid muscle.ol,shoulder,insertion,l,parent,Acromial part of deltoid muscle.l,510
Acromial part of deltoid muscle.or,shoulder,insertion,r,parent,Acromial part of deltoid muscle.r,510
Ascending part of trapezius muscle.el,shoulder,insertion,l,parent,Ascending part of trapezius muscle.l,21
Ascending part of trapezius muscle.er,shoulder,insertion,r,parent,Ascending part of trapezius muscle.r,21
Ascending part of trapezius muscle.ol,shoulder,insertion,l,parent,Ascending part of trapezius muscle.l,61
Ascending part of trapezius muscle.or,shoulder,insertion,r,parent,Ascending part of trapezius muscle.r,61
Clavicular part of deltoid muscle.ol,shoulder,insertion,l,parent,Clavicular part of deltoid muscle.l,125
Clavicular part of deltoid muscle.or,shoulder,insertion,r,parent,Clavicular part of deltoid muscle.r,125
Coracobrachialis muscle.ol,shoulder,insertion,l,parent,Coracobrachialis muscle.l,209
Coracobrachialis muscle.or,shoulder,insertion,r,parent,Coracobrachialis muscle.r,209
Deltoid muscle.el,shoulder,insertion,l,centroid,z=1.289 |x|=0.207 y=+0.027,35
Deltoid muscle.er,shoulder,insertion,r,centroid,z=1.289 |x|=0.207 y=+0.027,35
Descending part of trapezius muscle.ol,shoulder,insertion,l,parent,Descending part of trapezius muscle.l,247
Descending part of trapezius muscle.or,shoulder,insertion,r,parent,Descending part of trapezius muscle.r,247
Infraspinatus muscle.el,shoulder,insertion,l,parent,Infraspinatus muscle.l,79
Infraspinatus muscle.er,shoulder,insertion,r,parent,Infraspinatus muscle.r,79
Infraspinatus muscle.ol,shoulder,insertion,l,parent,Infraspinatus muscle.l,1027
Infraspinatus muscle.or,shoulder,insertion,r,parent,Infraspinatus muscle.r,1027
Latissimus dorsi muscle.el,shoulder,insertion,l,parent,Latissimus dorsi muscle.l,234
Latissimus dorsi muscle.er,shoulder,insertion,r,parent,Latissimus dorsi muscle.r,234
Latissimus dorsi muscle.ol,shoulder,insertion,l,parent,Latissimus dorsi muscle.l,67
Latissimus dorsi muscle.or,shoulder,insertion,r,parent,Latissimus dorsi muscle.r,67
Pectoralis major muscle.el,shoulder,insertion,l,override,scapular / glenohumeral muscles and the humerus: the shoulder to a clinician,47
Pectoralis major muscle.er,shoulder,insertion,r,override,scapular / glenohumeral muscles and the humerus: the shoulder to a clinician,47
Pectoralis major muscle.ol,shoulder,insertion,l,override,scapular / glenohumeral muscles and the humerus: the shoulder to a clinician,108
Pectoralis major muscle.or,shoulder,insertion,r,override,scapular / glenohumeral muscles and the humerus: the shoulder to a clinician,108
Pectoralis minor muscle.e1l,shoulder,insertion,l,parent,Pectoralis minor muscle.l,187
Pectoralis minor muscle.e1r,shoulder,insertion,r,parent,Pectoralis minor muscle.r,187
Pectoralis minor muscle.e2l,shoulder,insertion,l,parent,Pectoralis minor muscle.l,137
Pectoralis minor muscle.e2r,shoulder,insertion,r,parent,Pectoralis minor muscle.r,137
Pectoralis minor muscle.el,shoulder,insertion,l,parent,Pectoralis minor muscle.l,107
Pectoralis minor muscle.er,shoulder,insertion,r,parent,Pectoralis minor muscle.r,107
Pectoralis minor muscle.ol,shoulder,insertion,l,parent,Pectoralis minor muscle.l,361
Pectoralis minor muscle.or,shoulder,insertion,r,parent,Pectoralis minor muscle.r,361
Rhomboid major muscle.el,shoulder,insertion,l,parent,Rhomboid major muscle.l,1238
Rhomboid major muscle.er,shoulder,insertion,r,parent,Rhomboid major muscle.r,1238
Rhomboid minor muscle.el,shoulder,insertion,l,parent,Rhomboid minor muscle.l,354
Rhomboid minor muscle.er,shoulder,insertion,r,parent,Rhomboid minor muscle.r,354
Scapular spinal part of deltoid muscle.ol,shoulder,insertion,l,parent,Scapular spinal part of deltoid muscle.l,872
